chr	strand	gene_id	gene_symbol	omega_p2	rate_p2
6	+	ENSG00000164484.11	TMEM200A	14.667592	0.9630676
6	-	ENSG00000164485.14	IL22RA2	0	1
6	-	ENSG00000164488.11	DACT2	0	1
6	-	ENSG00000164494.11	PDSS2	11.848892	0.96268508
7	+	ENSG00000164500.6	C7orf72	0	1
6	+	ENSG00000164506.14	STXBP5	51.733744	0.54079872
6	-	ENSG00000164508.4	HIST1H2AA	0	1
5	+	ENSG00000164509.13	IL31RA	0.048764012	0.85908076
5	-	ENSG00000164512.17	ANKRD55	0.049080904	1
6	-	ENSG00000164520.11	RAET1E	0.29901408	0.93902612
6	+	ENSG00000164530.13	PI16	0.060324148	0.51958144
7	-	ENSG00000164532.10	TBX20	0	1
7	-	ENSG00000164535.14	DAGLB	7.5381796	0.413129
7	-	ENSG00000164542.12	KIAA0895	0.43429968	1
7	+	ENSG00000164543.5	STK17A	15.314332	0.81133208
7	-	ENSG00000164548.10	TRA2A	24.703776	0.78798196
5	+	ENSG00000164574.15	GALNT10	66.756248	0.83692432
5	+	ENSG00000164576.11	SAP30L	9.0108828	0.5681064
5	-	ENSG00000164587.11	RPS14	237.11156	0.98478812
5	-	ENSG00000164588.6	HCN1	0.073890972	1
5	+	ENSG00000164591.13	MYOZ3	0	1
7	-	ENSG00000164597.13	COG5	30.353272	0.87761508
7	-	ENSG00000164600.6	NEUROD6	0	1
7	-	ENSG00000164603.11	BMT2	11.909528	0.94770024
7	-	ENSG00000164604.12	GPR85	1.689952	0.94299312
5	-	ENSG00000164609.9	SLU7	30.410512	0.8598686
7	-	ENSG00000164610.8	RP9	7.1502496	0.89782052
5	+	ENSG00000164611.12	PTTG1	2.485474	0.95771384
5	+	ENSG00000164615.4	CAMLG	28.941968	0.9251782
7	+	ENSG00000164619.8	BMPER	13.426724	0.76408948
5	+	ENSG00000164620.8	RELL2	0.020781952	0.013672804
6	-	ENSG00000164626.8	KCNK5	0	1
6	-	ENSG00000164627.17	KIF6	0.36667776	0.7970158
7	-	ENSG00000164631.18	ZNF12	17.219592	0.83080496
7	+	ENSG00000164638.10	SLC29A4	0.83167544	0.945454
7	-	ENSG00000164645.2	C7orf62	0	1
7	+	ENSG00000164647.8	STEAP1	39.201364	0.92306564
7	-	ENSG00000164649.19	CDCA7L	13.068492	0.88623568
7	-	ENSG00000164651.16	SP8	0	1
7	+	ENSG00000164654.15	MIOS	13.4963	0.59934408
7	-	ENSG00000164659.14	KIAA1324L	0.32275136	0.91965856
6	-	ENSG00000164663.14	USP49	7.1157152	0.7371086
6	+	ENSG00000164674.15	SYTL3	1.0716124	0.77308048
7	-	ENSG00000164675.10	IQUB	0	1
8	-	ENSG00000164683.16	HEY1	0.330357	1
8	-	ENSG00000164684.13	ZNF704	0.32985256	0.99509852
8	+	ENSG00000164687.10	FABP5	3.4113588	0.95247008
7	-	ENSG00000164690.7	SHH	0	1
6	-	ENSG00000164691.16	TAGAP	0	1
6	+	ENSG00000164694.16	FNDC1	0.11466972	0.92980516
8	+	ENSG00000164695.4	CHMP4C	0.04056594	1
7	-	ENSG00000164707.15	SLC13A4	0	0.7237658
7	-	ENSG00000164708.5	PGAM2	0	1
7	+	ENSG00000164713.9	BRI3	46.450836	0.9467622
7	+	ENSG00000164715.5	LMTK2	12.34808	0.64203616
17	-	ENSG00000164729.7	SLC35G3	0	1
8	+	ENSG00000164736.5	SOX17	0	1
8	-	ENSG00000164741.14	DLC1	88.300492	0.75763968
7	+	ENSG00000164742.14	ADCY1	0.1857006	1
8	+	ENSG00000164743.4	C8orf48	1.680756	1
7	-	ENSG00000164744.12	SUN3	0	1
7	+	ENSG00000164746.13	C7orf57	0	1
8	+	ENSG00000164749.11	HNF4G	0	1
8	-	ENSG00000164751.14	PEX2	19.73686	0.91976584
8	-	ENSG00000164754.13	RAD21	90.246176	0.90819496
8	+	ENSG00000164756.12	SLC30A8	0	1
8	+	ENSG00000164758.7	MED30	4.1894628	0.960012
8	-	ENSG00000164761.8	TNFRSF11B	2.4435956	0.93060032
8	-	ENSG00000164764.10	SBSPON	0.4364884	0.97077084
7	-	ENSG00000164776.9	PHKG1	0.36359188	0.46849636
7	+	ENSG00000164778.4	EN2	0	1
8	-	ENSG00000164794.8	KCNV1	0.36181428	1
8	-	ENSG00000164796.17	CSMD3	0	1
8	+	ENSG00000164808.16	SPIDR	21.641604	0.74402464
7	-	ENSG00000164815.10	ORC5	10.639888	0.84057812
8	-	ENSG00000164816.7	DEFA5	0	1
7	+	ENSG00000164818.15	DNAAF5	18.978548	0.67519012
8	-	ENSG00000164821.4	DEFA4	0	1
8	-	ENSG00000164822.4	DEFA6	0	1
8	+	ENSG00000164823.9	OSGIN2	10.375028	0.85299144
8	-	ENSG00000164825.3	DEFB1	0	1
7	+	ENSG00000164828.17	SUN1	31.368364	0.62048304
8	+	ENSG00000164830.18	OXR1	22.86588	0.65604388
8	-	ENSG00000164841.4	TMEM74	0	1
7	+	ENSG00000164849.9	GPR146	0.16608368	1
7	+	ENSG00000164850.14	GPER1	0.94335392	0.97931808
7	+	ENSG00000164853.8	UNCX	0	1
7	-	ENSG00000164855.15	TMEM184A	0.020518168	1
7	+	ENSG00000164867.10	NOS3	0.4119496	0.73204556
8	-	ENSG00000164871.17	SPAG11B	0	1
7	-	ENSG00000164877.18	MICALL2	1.384034	0.28244136
8	+	ENSG00000164879.6	CA3	0.12357232	0.98314048
7	-	ENSG00000164880.15	INTS1	19.771992	0.18564912
7	-	ENSG00000164885.12	CDK5	7.753318	0.76098788
7	+	ENSG00000164889.13	SLC4A2	42.767684	0.42771056
8	-	ENSG00000164893.8	SLC7A13	0	1
7	-	ENSG00000164896.19	FASTK	8.6703632	0.43030512
7	-	ENSG00000164897.12	TMUB1	18.051908	0.96701668
7	+	ENSG00000164898.12	C7orf55	1.5697416	1
7	-	ENSG00000164900.4	GBX1	0	1
5	+	ENSG00000164902.13	PHAX	25.949316	0.98516452
5	-	ENSG00000164904.16	ALDH7A1	17.880992	0.93777008
7	+	ENSG00000164916.10	FOXK1	31.798992	0.6826844
8	-	ENSG00000164919.10	COX6C	11.609448	0.99828368
8	+	ENSG00000164920.9	OSR2	1.9640368	0.8599532
8	-	ENSG00000164924.17	YWHAZ	355.53916	0.99424276
8	+	ENSG00000164929.16	BAALC	1.1241512	1
8	+	ENSG00000164930.11	FZD6	18.072332	0.69048472
8	+	ENSG00000164932.12	CTHRC1	33.88618	0.87766824
8	-	ENSG00000164933.11	SLC25A32	20.560236	0.7078778
8	+	ENSG00000164934.13	DCAF13	28.033052	0.94796668
8	+	ENSG00000164935.6	DCSTAMP	0	1
8	-	ENSG00000164938.13	TP53INP1	10.27468	0.85233316
8	+	ENSG00000164941.13	INTS8	6.2795916	0.67381356
8	-	ENSG00000164944.11	KIAA1429	41.96044	0.83315728
9	-	ENSG00000164946.19	FREM1	0	0.98597984
8	-	ENSG00000164949.7	GEM	3.405616	0.88848976
8	+	ENSG00000164951.15	PDP1	24.179364	1
8	+	ENSG00000164953.15	TMEM67	3.3341216	0.56341928
8	-	ENSG00000164961.15	KIAA0196	40.536244	0.68201428
9	-	ENSG00000164967.9	RPP25L	10.51518	0.93382352
9	-	ENSG00000164970.14	FAM219A	14.773688	0.67538736
9	-	ENSG00000164972.12	C9orf24	0	1
9	+	ENSG00000164975.15	SNAPC3	13.967168	0.95129392
9	-	ENSG00000164976.8	KIAA1161	3.3388468	1
9	+	ENSG00000164978.17	NUDT2	11.426904	0.8624308
8	-	ENSG00000164983.7	TMEM65	13.81424	0.78048464
9	-	ENSG00000164985.14	PSIP1	33.970724	0.58815884
9	+	ENSG00000164989.15	CCDC171	1.3308952	0.97066748
9	+	ENSG00000165006.13	UBAP1	38.476484	0.69860408
9	-	ENSG00000165023.6	DIRAS2	0	1
9	+	ENSG00000165025.14	SYK	0.034722172	1
9	+	ENSG00000165028.11	NIPSNAP3B	0.0920056	0.66501832
9	-	ENSG00000165029.15	ABCA1	12.433632	0.41335244
9	-	ENSG00000165030.3	NFIL3	31.586552	0.7722438
8	+	ENSG00000165046.12	LETM2	0.65269652	0.83604556
7	+	ENSG00000165055.15	METTL2B	10.362256	0.59267488
9	-	ENSG00000165059.7	PRKACG	0	1
9	+	ENSG00000165060.11	FXN	5.5062612	0.93800648
8	-	ENSG00000165061.14	ZMAT4	0	1
8	-	ENSG00000165066.12	NKX6-3	0	1
8	-	ENSG00000165071.14	TMEM71	0.075797816	0.98507604
9	+	ENSG00000165072.9	MAMDC2	1.3935224	0.7875316
7	-	ENSG00000165076.13	PRSS37	0	1
8	-	ENSG00000165078.11	CPA6	0	1
8	+	ENSG00000165084.15	C8orf34	0.39289712	0.97175492
9	+	ENSG00000165091.15	TMC1	0	1
9	-	ENSG00000165092.12	ALDH1A1	0.56427824	0.94947704
6	+	ENSG00000165097.13	KDM1B	14.555608	0.8735136
8	+	ENSG00000165102.14	HGSNAT	41.558296	0.81568544
9	-	ENSG00000165105.9	RASEF	0.30512128	1
9	-	ENSG00000165113.12	GKAP1	0.25412212	0.9596516
9	-	ENSG00000165115.14	KIF27	0.9979748	0.1053666
9	-	ENSG00000165118.14	C9orf64	10.6741	0.9108816
9	-	ENSG00000165119.19	HNRNPK	316.9704	0.66913636
7	+	ENSG00000165120.3	SSMEM1	0	1
9	-	ENSG00000165124.17	SVEP1	26.913636	0.60714556
7	-	ENSG00000165125.18	TRPV6	0	1
7	+	ENSG00000165131.6	C7orf34	0	1
9	-	ENSG00000165138.17	ANKS6	22.894196	0.89366608
9	-	ENSG00000165140.9	FBP1	0	1
9	-	ENSG00000165152.8	TMEM246	2.8732756	1
8	-	ENSG00000165156.14	ZHX1	21.72646	1
X	+	ENSG00000165164.13	CFAP47	0	1
X	+	ENSG00000165168.7	CYBB	0	1
X	-	ENSG00000165169.10	DYNLT3	18.568056	0.93132276
7	-	ENSG00000165171.10	WBSCR27	0.090119752	0.50446284
X	+	ENSG00000165175.15	MID1IP1	34.030708	0.7302156
9	-	ENSG00000165181.16	C9orf84	0.10642648	0.63535244
X	+	ENSG00000165182.10	CXorf58	0	1
9	+	ENSG00000165185.14	KIAA1958	1.6009644	1
X	+	ENSG00000165186.10	PTCHD1	0.1419732	1
9	-	ENSG00000165188.13	RNF183	0	1
X	-	ENSG00000165192.13	ASB11	0	1
X	-	ENSG00000165194.15	PCDH19	0.024981524	1
X	-	ENSG00000165195.15	PIGA	0.15703184	0.91678604
X	-	ENSG00000165197.4	VEGFD	0	0.96090436
9	+	ENSG00000165202.3	OR1Q1	0	1
9	+	ENSG00000165204.3	OR1K1	0	1
9	-	ENSG00000165209.18	STRBP	2.1733804	0.87912132
7	-	ENSG00000165215.6	CLDN3	0	1
9	+	ENSG00000165219.21	GAPVD1	32.99922	0.67959848
9	+	ENSG00000165233.17	CARD19	2.2611032	0.35494328
9	+	ENSG00000165238.16	WNK2	0.030417184	1
X	+	ENSG00000165240.18	ATP7A	9.4183416	0.66521908
9	-	ENSG00000165244.6	ZNF367	0.44284504	0.85008064
X	-	ENSG00000165259.13	HDX	3.273544	0.94773636
9	-	ENSG00000165264.10	NDUFB6	18.383528	0.97895756
9	-	ENSG00000165269.12	AQP7	0.073636228	1
9	-	ENSG00000165271.16	NOL6	9.546718	0.18728204
9	-	ENSG00000165272.14	AQP3	0.14828556	0.99307904
9	+	ENSG00000165275.9	TRMT10B	0.80384888	0.10408284
9	-	ENSG00000165280.15	VCP	92.491044	0.84793156
9	-	ENSG00000165282.13	PIGO	15.67042	0.83584624
9	-	ENSG00000165283.15	STOML2	40.372336	0.594573
X	-	ENSG00000165288.10	BRWD3	10.543408	0.51988136
13	+	ENSG00000165300.7	SLITRK5	0.29862604	1
9	+	ENSG00000165304.7	MELK	1.5774744	0.27959176
10	+	ENSG00000165309.13	ARMC3	0	1
10	+	ENSG00000165312.6	OTUD1	3.1230092	1
10	-	ENSG00000165322.17	ARHGAP12	18.254676	0.68124248
11	+	ENSG00000165323.15	FAT3	0.25386288	0.99201716
11	+	ENSG00000165325.13	CCDC67	0	1
10	+	ENSG00000165338.16	HECTD2	0.98909224	0.058471452
X	-	ENSG00000165349.11	SLC7A3	0	1
14	-	ENSG00000165355.7	FBXO33	9.409958	0.83559516
X	+	ENSG00000165359.14	INTS6L	0	0
X	-	ENSG00000165370.1	GPR101	0	1
X	+	ENSG00000165376.10	CLDN2	0	1
14	+	ENSG00000165379.13	LRFN5	0.080716528	0.95302796
10	-	ENSG00000165383.11	LRRC18	0	0.01837272
14	-	ENSG00000165389.6	SPTSSA	20.989388	0.99059872
8	+	ENSG00000165392.9	WRN	5.1286268	0.47227652
10	-	ENSG00000165406.15	MARCH8	19.865364	0.93153716
14	+	ENSG00000165409.16	TSHR	0	1
14	-	ENSG00000165410.14	CFL2	23.721036	0.45922092
13	+	ENSG00000165416.14	SUGT1	26.330088	0.68182992
14	-	ENSG00000165417.11	GTF2A1	33.048956	0.84483888
10	-	ENSG00000165424.6	ZCCHC24	49.29224	0.89686608
11	-	ENSG00000165434.7	PGM2L1	3.0841936	0.84563744
10	+	ENSG00000165443.11	PHYHIPL	0	1
10	-	ENSG00000165449.11	SLC16A9	0.040116108	1
11	+	ENSG00000165457.13	FOLR2	0	1
11	+	ENSG00000165458.13	INPPL1	25.440236	0.21930448
11	-	ENSG00000165462.5	PHOX2A	0	1
10	-	ENSG00000165471.6	MBL2	0	1
13	-	ENSG00000165474.5	GJB2	0.056906264	1
13	-	ENSG00000165475.13	CRYL1	5.8832288	0.92304312
10	+	ENSG00000165476.13	REEP3	52.659308	0.96032188
11	-	ENSG00000165478.6	HEPACAM	0	1
13	-	ENSG00000165480.15	SKA3	0	0.6734702
13	-	ENSG00000165487.13	MICU2	18.778844	0.90833772
11	+	ENSG00000165490.12	DDIAS	1.0237736	0.96309004
11	+	ENSG00000165494.11	PCF11	21.628112	0.58834856
11	+	ENSG00000165495.15	PKNOX2	0	1
14	-	ENSG00000165496.4	RPL10L	0	1
14	+	ENSG00000165501.16	LRR1	1.4141724	0.33303976
14	-	ENSG00000165502.6	RPL36AL	68.853424	0.989528
14	-	ENSG00000165506.14	DNAAF2	8.3435216	0.83040372
10	-	ENSG00000165507.8	C10orf10	2.3914268	0.5677394
X	+	ENSG00000165509.13	MAGEC3	0	1
10	+	ENSG00000165512.4	ZNF22	19.645188	0.8945684
14	+	ENSG00000165516.10	KLHDC2	8.3573676	0.70936052
14	-	ENSG00000165521.15	EML5	1.972026	1
14	-	ENSG00000165525.17	NEMF	13.534432	0.59527752
11	-	ENSG00000165526.8	RPUSD4	12.827672	0.67554552
14	+	ENSG00000165527.6	ARF6	64.051348	0.50694152
14	+	ENSG00000165533.18	TTC8	9.9009232	0.80505556
14	+	ENSG00000165548.10	TMEM63C	0	1
14	-	ENSG00000165553.4	NGB	0	1
14	-	ENSG00000165555.9	NOXRED1	0.099741384	1
13	-	ENSG00000165556.9	CDX2	0	1
13	-	ENSG00000165566.12	AMER2	0.0367645	1
10	+	ENSG00000165568.17	AKR1E2	0.3898738	0.73170252
13	-	ENSG00000165572.7	KBTBD6	14.270392	1
X	-	ENSG00000165583.14	SSX5	0	1
X	-	ENSG00000165584.15	SSX3	0	1
14	-	ENSG00000165588.16	OTX2	0	1
X	+	ENSG00000165591.6	FAAH2	0	1
10	-	ENSG00000165606.8	DRGX	0	1
10	-	ENSG00000165609.12	NUDT5	39.715372	0.92466236
14	+	ENSG00000165617.14	DACT1	0.70672756	0.93974132
13	-	ENSG00000165621.8	OXGR1	0	1
10	-	ENSG00000165623.9	UCMA	0	1
10	-	ENSG00000165626.16	BEND7	1.2781148	0.64992656
10	+	ENSG00000165629.19	ATP5C1	41.571784	0.85407872
10	+	ENSG00000165630.13	PRPF18	12.551928	0.91492672
10	+	ENSG00000165632.7	TAF3	9.56475	0.8959712
10	-	ENSG00000165633.12	VSTM4	8.6271176	0.97404632
10	+	ENSG00000165637.13	VDAC2	98.473792	0.93841284
9	-	ENSG00000165643.10	SOHLH1	0	1
10	-	ENSG00000165644.10	COMTD1	0.67782444	0.377599
10	+	ENSG00000165646.11	SLC18A2	0	1
10	-	ENSG00000165650.11	PDZD8	33.088628	0.99775976
10	-	ENSG00000165655.16	ZNF503	15.14138	0.896888
10	+	ENSG00000165660.7	FAM175B	18.447812	0.81114628
9	-	ENSG00000165661.16	QSOX2	8.2483628	0.28617184
10	-	ENSG00000165669.13	FAM204A	16.306464	0.75631988
5	+	ENSG00000165671.18	NSD1	37.779948	0.88450024
10	-	ENSG00000165672.6	PRDX3	95.19038	0.94669156
X	-	ENSG00000165675.16	ENOX2	9.028128	0.58209788
10	+	ENSG00000165678.20	GHITM	103.64552	0.85716348
12	-	ENSG00000165682.14	CLEC1B	0	1
9	-	ENSG00000165684.4	SNAPC4	1.636328	0.0579756
12	+	ENSG00000165685.8	TMEM52B	0.055376324	1
9	+	ENSG00000165688.11	PMPCA	36.288064	0.80220792
9	-	ENSG00000165689.16	SDCCAG3	19.477616	0.80639504
X	-	ENSG00000165694.9	FRMD7	0	1
9	-	ENSG00000165695.9	AK8	0	0.97825452
9	+	ENSG00000165698.15	SPACA9	2.8263312	0.87673964
9	-	ENSG00000165699.13	TSC1	4.37955	0.064459248
9	+	ENSG00000165702.13	GFI1B	0	1
X	+	ENSG00000165704.14	HPRT1	13.583168	0.90033368
12	+	ENSG00000165714.10	BORCS5	6.9157016	0.97646812
9	+	ENSG00000165716.10	FAM69B	0.22163296	1
9	-	ENSG00000165724.5	ZMYND19	8.8789784	0.80182888
10	+	ENSG00000165730.14	STOX1	0	1
10	+	ENSG00000165731.17	RET	0.024880468	1
10	+	ENSG00000165732.12	DDX21	68.231668	0.68222072
10	+	ENSG00000165733.7	BMS1	25.142704	0.43373908
10	-	ENSG00000165752.16	STK32C	5.7056088	0.65558756
10	-	ENSG00000165757.8	KIAA1462	48.503444	0.8487498
14	+	ENSG00000165762.2	OR4K2	0	1
X	+	ENSG00000165775.17	FUNDC2	7.082782	0.98989236
14	-	ENSG00000165782.10	TMEM55B	11.069092	0.75666588
14	+	ENSG00000165792.17	METTL17	1.9937264	0.32923572
14	+	ENSG00000165794.9	SLC39A2	0	1
14	-	ENSG00000165795.22	NDRG2	1.0182464	0.86787068
14	+	ENSG00000165799.4	RNASE7	0	1
14	+	ENSG00000165801.9	ARHGEF40	10.834348	0.40226016
9	-	ENSG00000165802.20	NSMF	43.976396	0.79802788
14	-	ENSG00000165804.15	ZNF219	10.304404	0.66972136
12	-	ENSG00000165805.9	C12orf50	0	1
10	+	ENSG00000165806.19	CASP7	18.250832	0.8984158
14	+	ENSG00000165807.7	PPP1R36	0	1
5	+	ENSG00000165810.16	BTNL9	0.237446	1
10	-	ENSG00000165813.17	CCDC186	12.512416	0.72047596
10	+	ENSG00000165816.12	VWA2	0	1
14	-	ENSG00000165819.11	METTL3	4.58639	0.32794072
14	-	ENSG00000165821.11	SALL2	0.37222788	0.99653252
10	+	ENSG00000165828.14	PRAP1	0	1
10	+	ENSG00000165832.5	TRUB1	14.211788	0.74515944
13	-	ENSG00000165837.11	ERICH6B	0	1
10	+	ENSG00000165841.9	CYP2C19	0	1
14	-	ENSG00000165861.13	ZFYVE1	14.617552	0.71650336
10	-	ENSG00000165863.16	C10orf82	0	1
10	-	ENSG00000165868.13	HSPA12A	5.4614252	0.38995176
10	+	ENSG00000165879.8	FRAT1	1.2134624	1
10	+	ENSG00000165886.4	UBTD1	17.308344	0.98313408
10	+	ENSG00000165887.11	ANKRD2	0.094356728	0.6659476
12	-	ENSG00000165891.15	E2F7	1.358426	0.63776056
11	+	ENSG00000165895.17	ARHGAP42	1.780986	0.91590436
14	+	ENSG00000165898.13	ISCA2	9.2303424	0.816649
12	+	ENSG00000165899.10	OTOGL	0.11563908	0.96561548
11	+	ENSG00000165905.17	LARGE2	0	1
11	-	ENSG00000165912.15	PACSIN3	2.1875976	0.69746236
14	-	ENSG00000165914.14	TTC7B	8.9976972	0.96311876
11	+	ENSG00000165915.13	SLC39A13	72.030988	0.63952852
11	-	ENSG00000165916.8	PSMC3	46.449996	0.69288872
11	-	ENSG00000165917.9	RAPSN	0	1
11	-	ENSG00000165923.15	AGBL2	0.063321408	0.99223676
14	-	ENSG00000165929.12	TC2N	0.26944776	1
14	+	ENSG00000165934.12	CPSF2	44.172944	0.84998612
12	+	ENSG00000165935.9	SMCO2	0	1
14	-	ENSG00000165943.4	MOAP1	10.133764	0.80955896
14	+	ENSG00000165948.10	IFI27L1	3.5809348	0.81171616
14	+	ENSG00000165949.12	IFI27	0.78879952	1
14	-	ENSG00000165953.9	SERPINA12	0	1
14	-	ENSG00000165959.11	CLMN	1.3490012	0.8858068
12	+	ENSG00000165966.14	PDZRN4	0	1
11	+	ENSG00000165970.11	SLC6A5	0	1
12	-	ENSG00000165972.12	CCDC38	0.040337488	1
11	+	ENSG00000165973.18	NELL1	0	1
10	+	ENSG00000165983.14	PTER	12.200036	0.92950756
10	-	ENSG00000165985.9	C1QL3	0.0247791	1
10	+	ENSG00000165995.18	CACNB2	1.06871	0.40599872
10	-	ENSG00000165996.13	HACD1	7.8038968	0.92561836
10	+	ENSG00000165997.4	ARL5B	17.796808	0.8730544
11	-	ENSG00000166002.6	SMCO4	2.9717132	0.961412
11	+	ENSG00000166004.14	CEP295	0.72046792	0.0470903
12	-	ENSG00000166006.12	KCNC2	0	1
11	-	ENSG00000166012.15	TAF1D	1.2718944	0.48421576
11	-	ENSG00000166016.5	ABTB2	1.587692	0.19296796
10	+	ENSG00000166024.13	R3HCC1L	12.8259	0.80459124
11	+	ENSG00000166025.17	AMOTL1	64.267188	0.86515936
10	+	ENSG00000166033.11	HTRA1	160.66888	0.95782096
15	+	ENSG00000166035.10	LIPC	0.16898356	0.88414836
11	+	ENSG00000166037.10	CEP57	19.296948	0.87171584
12	+	ENSG00000166046.10	TCP11L2	1.2278016	0.56894008
X	+	ENSG00000166049.10	PASD1	0	1
15	+	ENSG00000166068.12	SPRED1	47.62442	0.97110736
15	+	ENSG00000166069.13	TMCO5A	0	1
15	-	ENSG00000166073.9	GPR176	88.948188	0.60440816
11	+	ENSG00000166086.12	JAM3	57.909448	0.88320868
14	+	ENSG00000166090.8	IL25	0	1
14	+	ENSG00000166091.19	CMTM5	0	1
11	+	ENSG00000166105.15	GLB1L3	0	1
11	+	ENSG00000166106.3	ADAMTS15	0.76847028	0.63128576
12	-	ENSG00000166111.9	SVOP	0.032885704	1
11	-	ENSG00000166118.7	SPATA19	0	1
16	+	ENSG00000166123.13	GPT2	7.9732584	0.67015512
14	+	ENSG00000166126.10	AMN	0	1
15	+	ENSG00000166128.12	RAB8B	48.815824	0.93964188
12	-	ENSG00000166130.14	IKBIP	49.905196	0.9883574
15	+	ENSG00000166133.17	RPUSD2	6.6870796	0.92517428
10	+	ENSG00000166135.13	HIF1AN	49.199288	0.8519324
10	-	ENSG00000166136.15	NDUFB8	26.339232	0.89857272
15	+	ENSG00000166140.17	ZFYVE19	3.9566024	0.77347968
15	-	ENSG00000166143.9	PPP1R14D	0	1
15	+	ENSG00000166145.14	SPINT1	0.167037	0.97023424
15	-	ENSG00000166147.13	FBN1	113.33172	0.5996202
12	-	ENSG00000166148.3	AVPR1A	0	1
16	+	ENSG00000166152.3	C16orf78	0	1
12	-	ENSG00000166153.16	DEPDC4	0	1
12	+	ENSG00000166159.10	LRTM2	0	1
X	+	ENSG00000166160.9	OPN1MW2	0	1
16	-	ENSG00000166164.15	BRD7	42.328388	0.808937
14	-	ENSG00000166165.12	CKB	0.57000508	0.74732244
14	+	ENSG00000166166.12	TRMT61A	11.624712	0.77572984
10	+	ENSG00000166167.17	BTRC	16.768628	0.83920484
10	-	ENSG00000166169.16	POLL	10.614052	0.5629118
14	-	ENSG00000166170.9	BAG5	34.994828	1
10	+	ENSG00000166171.12	DPCD	7.8041768	0.95888724
15	-	ENSG00000166173.10	LARP6	23.5297	0.99027068
11	+	ENSG00000166181.12	API5	82.554088	0.87111504
14	+	ENSG00000166183.15	ASPG	0	1
16	-	ENSG00000166188.2	ZNF319	8.9248916	0.85877072
10	+	ENSG00000166189.7	HPS6	20.311152	1
15	+	ENSG00000166192.14	SENP8	2.9916032	1
10	+	ENSG00000166197.16	NOLC1	21.511596	0.53869844
11	+	ENSG00000166199.12	ALKBH3	9.6141608	0.91826084
15	-	ENSG00000166200.14	COPS2	62.027888	0.87177652
15	-	ENSG00000166206.14	GABRB3	0	0.996112
12	+	ENSG00000166211.7	SPIC	0	1
10	-	ENSG00000166220.12	TBATA	0	1
10	+	ENSG00000166224.16	SGPL1	24.507772	0.76742808
12	+	ENSG00000166225.8	FRS2	18.21546	0.8138864
12	+	ENSG00000166226.12	CCT2	77.290148	0.83103292
10	-	ENSG00000166228.8	PCBD1	12.177864	0.84086352
15	+	ENSG00000166233.13	ARIH1	20.337804	0.87538744
16	+	ENSG00000166246.13	C16orf71	0.19434836	1
11	-	ENSG00000166250.11	CLMP	159.6982	0.88179112
11	-	ENSG00000166257.8	SCN3B	0.15949848	1
17	-	ENSG00000166260.10	COX11	16.203876	0.77929972
11	-	ENSG00000166261.10	ZNF202	0.10843092	0.0083536436
15	-	ENSG00000166262.15	FAM227B	0.55820404	0.72627648
17	+	ENSG00000166263.13	STXBP4	9.6117088	0.89282472
21	-	ENSG00000166265.11	CYYR1	0.04003166	1
11	+	ENSG00000166266.13	CUL5	27.705912	0.6259186
12	+	ENSG00000166268.10	MYRFL	0	1
10	+	ENSG00000166272.16	WBP1L	42.563792	0.97061716
10	+	ENSG00000166275.15	BORCS7	12.764276	0.93691064
6	+	ENSG00000166278.14	C2	0.4089988	0.51943932
19	+	ENSG00000166289.5	PLEKHF1	4.3470524	0.99308668
17	-	ENSG00000166292.11	TMEM100	0.51539612	0.90966944
10	+	ENSG00000166295.8	ANAPC16	16.084008	0.82132324
11	+	ENSG00000166311.9	SMPD1	41.6446	0.83448348
11	-	ENSG00000166313.18	APBB1	11.812744	0.76403312
10	-	ENSG00000166317.11	SYNPO2L	0.24502744	1
10	+	ENSG00000166321.13	NUDT13	0.5108386	0.48606672
11	-	ENSG00000166323.12	C11orf65	0.13035536	0.81992416
11	+	ENSG00000166326.6	TRIM44	91.968768	0.99648784
17	-	ENSG00000166329.2	CCDC182	0	1
11	+	ENSG00000166333.13	ILK	70.634536	0.68677868
11	-	ENSG00000166337.9	TAF10	23.130296	0.97716452
11	-	ENSG00000166340.15	TPP1	95.949976	0.74837676
11	-	ENSG00000166341.7	DCHS1	2.0972932	0.30598392
18	-	ENSG00000166342.18	NETO1	0.000994212000000001	0.6706988
10	-	ENSG00000166343.9	MSS51	1.1828236	0.26845236
18	-	ENSG00000166347.18	CYB5A	24.491588	0.63387204
10	-	ENSG00000166348.18	USP54	0	0.0075231848
11	+	ENSG00000166349.9	RAG1	0.081856688	1
21	+	ENSG00000166351.10	POTED	0	1
11	+	ENSG00000166352.15	C11orf74	6.2284372	0.980799
19	+	ENSG00000166359.10	WDR88	0.1130208	1
11	+	ENSG00000166363.5	OR10A5	0	1
11	-	ENSG00000166368.2	OR2D2	0	1
18	+	ENSG00000166377.19	ATP9B	6.3951032	0.84021012
11	+	ENSG00000166387.11	PPFIBP2	4.6233188	0.75839236
11	+	ENSG00000166391.14	MOGAT2	0	1
11	-	ENSG00000166394.14	CYB5R2	6.0255312	0.94873884
18	+	ENSG00000166396.12	SERPINB7	1.9120304	0.96331556
19	+	ENSG00000166398.12	KIAA0355	14.090148	0.6748588
18	+	ENSG00000166401.14	SERPINB8	20.10744	0.90216196
11	+	ENSG00000166402.8	TUB	1.6786212	0.21371576
11	-	ENSG00000166405.14	RIC3	0	1
11	-	ENSG00000166407.13	LMO1	0	1
15	+	ENSG00000166411.13	IDH3A	7.1825636	0.9425562
